,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,target
4954,21,0,194102,2,12,0,5,0,0,1,0,0,40,0, <=50K.
4955,39,0,141748,1,9,1,10,1,0,1,0,1887,40,0, >50K.
4956,22,0,211013,1,9,3,5,5,0,0,0,0,40,0, <=50K.
4957,23,0,102652,1,9,0,8,2,0,0,0,0,35,0, <=50K.
4958,49,0,201127,0,7,1,10,1,0,1,0,1902,70,0, <=50K.
4960,49,1,175958,0,7,1,11,1,0,1,0,0,40,23, <=50K.
4961,34,0,73928,4,6,3,2,3,2,0,0,0,4,0, <=50K.
4962,46,0,212944,0,7,1,4,1,0,1,0,0,32,0, <=50K.
4963,26,0,544319,3,10,1,2,1,0,1,0,0,40,0, <=50K.
4964,38,0,348960,1,9,4,4,2,0,1,0,0,41,0, <=50K.
4965,59,0,280519,4,6,1,10,1,1,1,0,0,40,0, <=50K.
4966,24,0,155172,2,12,4,0,2,0,1,0,0,40,0, <=50K.
4967,26,0,106856,10,11,0,5,2,0,0,0,0,40,0, <=50K.
4968,41,0,397346,3,10,1,8,1,0,1,0,0,50,0, <=50K.
4969,27,0,253814,1,9,0,5,2,0,1,0,0,38,0, <=50K.
4970,23,0,201490,1,9,0,11,0,0,1,0,0,35,0, <=50K.
4971,19,0,176806,11,5,1,10,1,0,1,0,0,40,0, <=50K.
4972,39,0,107038,1,9,0,4,0,0,1,0,0,40,0, <=50K.
4973,46,0,122194,3,10,1,4,4,0,0,7298,0,40,0, >50K.
4974,28,2,180928,1,9,0,6,0,0,1,0,0,40,0, <=50K.
4975,62,0,143746,1,9,4,2,2,0,0,0,0,40,0, <=50K.
4976,28,0,183523,2,12,0,5,0,0,1,0,0,35,0, <=50K.
4977,35,3,179262,1,9,0,5,3,0,0,0,0,40,0, <=50K.
4978,38,0,190759,1,9,1,4,1,0,1,0,0,42,0, <=50K.
4979,53,5,200400,12,16,4,6,2,0,1,0,0,60,0, >50K.
4980,29,0,166320,7,13,1,3,1,0,1,0,0,50,0, >50K.
4981,17,0,205954,13,8,0,2,0,0,0,0,0,8,0, <=50K.
4982,45,1,251786,1,9,0,5,2,0,0,0,0,37,0, <=50K.
4983,20,0,166371,1,9,0,4,5,0,1,0,0,40,0, <=50K.
4985,59,1,170423,1,9,1,2,1,0,1,0,0,40,0, <=50K.
4986,37,0,393673,8,14,0,3,3,0,0,0,0,40,0, <=50K.
4987,27,0,115438,3,10,0,11,0,0,1,0,0,40,0, <=50K.
4988,29,0,173944,7,13,1,8,1,0,1,0,0,40,0, >50K.
4990,63,0,149756,4,6,1,4,1,0,1,0,1740,40,0, <=50K.
4991,39,0,192251,3,10,4,4,0,0,0,0,0,50,0, >50K.
4992,20,0,163687,3,10,0,2,0,0,1,0,0,40,0, <=50K.
4993,20,0,200421,1,9,0,4,2,0,1,0,0,35,0, <=50K.
4994,53,5,368014,5,15,1,3,1,0,1,0,1977,60,0, >50K.
4996,35,3,191480,7,13,5,6,2,1,1,0,0,40,0, <=50K.
4997,40,0,202466,1,9,4,6,2,0,0,0,0,60,0, <=50K.
4999,35,0,141584,8,14,1,5,1,0,1,0,0,45,0, >50K.
5000,38,3,143123,8,14,1,6,1,0,1,0,0,40,0, >50K.
5001,47,0,122194,1,9,4,5,2,0,0,0,0,40,0, <=50K.
5002,32,4,110171,3,10,1,3,4,0,0,0,1902,40,0, >50K.
5003,43,5,342510,7,13,1,1,4,0,0,0,0,60,0, >50K.
5004,20,0,42279,3,10,0,2,0,0,0,0,0,30,0, <=50K.
5005,33,0,201122,1,9,3,7,2,0,1,0,0,40,0, <=50K.
5006,23,0,254025,3,10,0,6,0,0,1,0,0,45,0, <=50K.
5007,50,0,410114,5,15,1,6,1,0,1,15024,0,50,0, >50K.
5008,60,0,320422,3,10,4,7,2,0,0,6849,0,50,0, <=50K.
5009,56,0,67153,12,16,1,6,1,0,1,0,0,60,0, >50K.
5010,37,0,224406,3,10,1,4,1,0,1,0,0,40,0, <=50K.
5011,57,0,211678,4,6,4,5,2,0,1,0,0,64,0, <=50K.
5012,22,0,257017,10,11,0,2,5,1,1,0,0,52,0, <=50K.
5013,48,5,106232,5,15,1,3,1,0,1,99999,0,48,0, >50K.
5014,27,4,41115,3,10,1,4,1,1,1,0,0,40,0, <=50K.
5015,18,2,161245,13,8,0,1,0,0,1,0,0,50,0, <=50K.
5016,41,2,37618,2,12,1,4,1,0,1,0,0,60,0, >50K.
5017,33,0,321787,7,13,0,8,0,0,1,0,0,40,0, <=50K.
5018,51,0,123011,1,9,5,0,2,0,1,0,0,50,0, <=50K.
5019,33,1,66278,8,14,0,3,2,0,0,0,0,45,0, <=50K.
5020,25,0,181054,7,13,0,5,2,0,0,0,0,32,0, <=50K.
5021,55,2,129786,1,9,1,4,1,0,1,0,0,55,0, <=50K.
5022,29,0,245402,0,7,4,2,2,0,0,0,0,70,0, <=50K.
5024,41,0,240124,7,13,1,6,1,0,1,0,0,50,0, >50K.
5025,29,1,370675,8,14,0,3,2,0,0,0,0,50,0, <=50K.
5026,39,2,34066,3,10,1,4,1,4,1,0,0,50,0, >50K.
5027,35,0,53553,3,10,1,8,1,0,1,7298,0,48,0, >50K.
5028,20,0,319758,3,10,0,11,2,0,0,0,0,40,0, <=50K.
5029,41,0,43556,10,11,4,7,2,0,0,0,0,40,0, <=50K.
5030,26,5,97952,7,13,0,6,0,0,1,0,0,80,0, <=50K.
5031,44,0,244522,1,9,4,4,2,0,1,0,0,45,0, <=50K.
5032,32,0,188108,1,9,1,4,1,0,1,0,0,55,0, <=50K.
5033,35,0,187022,1,9,4,3,2,0,1,0,0,40,0, <=50K.
5034,59,4,173422,6,4,1,4,1,0,1,5013,0,38,0, <=50K.
5035,61,4,103575,3,10,4,4,2,0,1,0,0,40,6, <=50K.
5036,20,0,116830,1,9,0,0,0,0,1,0,0,43,0, <=50K.
5037,58,0,219504,13,8,4,10,3,1,1,0,0,45,0, >50K.
5038,48,2,102102,0,7,1,4,1,0,1,0,0,55,0, <=50K.
5039,26,0,129661,7,13,0,5,2,2,0,0,0,40,0, <=50K.
5040,28,4,189346,3,10,1,2,1,0,1,0,0,40,0, <=50K.
5041,48,0,113211,7,13,1,4,1,0,1,99999,0,40,0, >50K.
5042,45,0,256866,1,9,1,3,1,0,1,0,0,45,0, >50K.
5043,18,0,186408,1,9,0,11,0,0,1,1055,0,40,0, <=50K.
5044,23,0,50411,1,9,0,4,0,0,1,0,0,40,0, <=50K.
5045,31,0,118941,3,10,0,6,2,0,0,0,0,40,0, >50K.
5047,35,0,99065,2,12,4,5,3,0,0,0,0,32,0, <=50K.
5048,22,2,238917,1,9,0,11,2,0,1,0,0,40,0, <=50K.
5049,32,2,220740,1,9,0,4,0,0,1,0,0,60,0, <=50K.
5050,69,0,192660,1,9,2,5,3,0,0,0,0,20,0, <=50K.
5051,39,0,56962,3,10,1,6,4,0,0,0,0,43,0, >50K.
5053,22,0,122048,7,13,0,5,0,0,0,4416,0,40,0, <=50K.
5054,52,0,172511,8,14,1,6,1,0,1,0,0,36,0, <=50K.
5055,44,0,186790,8,14,1,6,1,0,1,0,0,48,0, <=50K.
5056,22,0,196280,2,12,0,2,0,0,0,0,0,40,0, <=50K.
5057,49,0,61885,2,12,1,8,1,0,1,0,0,45,0, >50K.
5058,51,0,143822,1,9,1,8,1,0,1,0,0,50,0, >50K.
5059,27,0,315640,8,14,0,3,2,2,1,0,0,20,26, <=50K.
5060,34,0,617917,7,13,1,8,1,0,1,0,1887,40,0, >50K.
5061,20,0,35448,3,10,0,5,0,0,0,0,0,12,0, <=50K.
5062,22,0,124483,7,13,0,7,2,2,1,0,2339,40,16, <=50K.
5063,68,0,230904,0,7,2,0,2,1,0,0,1870,35,0, <=50K.
5064,31,0,164461,1,9,1,10,1,0,1,0,0,73,0, <=50K.
5065,22,0,450695,1,9,0,2,2,0,1,0,0,30,0, <=50K.
5067,28,0,166634,1,9,0,5,0,4,0,0,0,40,0, <=50K.
5068,46,0,151107,3,10,1,8,1,1,1,0,1977,60,0, >50K.
5069,49,0,219751,1,9,1,6,1,0,1,0,0,40,0, <=50K.
5070,40,0,85604,8,14,1,3,1,0,1,0,0,55,0, <=50K.
5071,54,1,231482,1,9,1,4,1,0,1,0,0,40,25, <=50K.
5072,24,0,138152,11,5,0,4,5,3,1,0,0,58,2, <=50K.
5073,27,0,309196,2,12,0,6,2,0,0,0,0,40,0, <=50K.
5074,33,0,91666,1,9,1,0,1,0,1,0,0,40,0, <=50K.
5075,19,0,89734,3,10,0,2,5,4,1,0,0,42,0, <=50K.
5076,27,0,79661,1,9,1,8,1,0,1,4386,0,40,0, >50K.
5077,39,0,197150,1,9,4,4,3,0,1,0,0,50,10, <=50K.
5079,29,0,53448,13,8,1,2,1,2,1,0,0,50,26, <=50K.
5080,44,2,255543,9,3,1,1,1,0,1,0,0,84,0, >50K.
5081,51,4,367209,12,16,5,3,2,0,1,0,0,70,0, >50K.
5082,37,0,226500,7,13,1,8,1,0,1,0,0,55,0, >50K.
5083,56,0,292710,1,9,1,8,1,0,1,0,0,40,0, >50K.
5084,19,0,235732,0,7,0,5,3,0,0,0,0,15,0, <=50K.
5085,37,0,301614,7,13,0,0,5,0,1,0,0,40,0, <=50K.
5086,18,0,261714,3,10,0,8,0,0,0,0,0,15,0, <=50K.
5088,28,0,266316,6,4,1,4,1,0,1,3464,0,35,0, <=50K.
5089,40,5,189941,7,13,1,3,1,0,1,3103,0,60,0, >50K.
5090,50,2,143535,8,14,1,3,1,0,1,0,0,40,0, <=50K.
5091,31,0,234537,1,9,0,11,2,0,1,0,0,60,0, <=50K.
5092,57,2,181435,0,7,4,2,3,0,1,4650,0,50,0, <=50K.
5093,40,0,94210,7,13,1,8,1,0,1,0,0,50,0, >50K.
5094,44,0,344060,7,13,0,3,2,0,1,27828,0,40,0, >50K.
5095,40,0,301359,3,10,1,3,1,0,1,0,0,60,0, <=50K.
5096,42,4,184527,3,10,0,6,3,0,0,0,0,45,0, <=50K.
5097,41,3,333070,3,10,1,4,1,1,1,0,0,35,0, <=50K.
5098,23,0,149574,3,10,5,2,2,0,1,0,0,45,0, <=50K.
5099,41,2,34037,1,9,1,1,1,0,1,0,0,99,0, <=50K.
5100,41,2,123502,3,10,0,8,0,0,1,0,0,40,0, <=50K.
5101,29,2,267661,10,11,0,1,2,0,1,0,0,75,0, <=50K.
5102,33,0,109920,7,13,0,5,2,1,0,0,0,40,0, <=50K.
5103,43,0,134120,1,9,4,8,5,0,0,0,0,46,0, <=50K.
5104,18,0,192254,3,10,0,8,0,0,0,0,0,10,0, <=50K.
5105,67,2,94809,3,10,2,2,2,0,0,2346,0,33,0, <=50K.
5106,21,0,183789,1,9,0,2,0,0,1,0,0,40,0, <=50K.
5107,36,0,86643,13,8,1,0,1,0,1,0,0,48,0, <=50K.
5110,24,0,198349,0,7,0,8,0,0,0,0,0,30,0, <=50K.
5111,44,1,113597,1,9,1,4,1,0,1,0,0,40,0, <=50K.
5112,22,3,280567,3,10,0,10,0,0,1,0,0,4,0, <=50K.
5113,60,0,298967,6,4,1,10,1,0,1,0,0,15,0, <=50K.
5114,31,2,134615,3,10,1,3,1,0,1,0,0,50,0, >50K.
5115,74,0,89852,13,8,1,11,1,0,1,0,0,11,0, <=50K.
5116,30,0,289442,7,13,0,6,2,0,1,0,0,40,0, <=50K.
5117,29,0,159109,0,7,0,10,3,0,1,0,0,40,0, <=50K.
5118,47,0,105495,3,10,1,6,4,0,0,0,0,50,0, >50K.
5119,71,0,155093,10,11,2,5,2,0,0,0,0,20,0, <=50K.
5120,33,0,312923,4,6,1,2,1,0,1,0,0,80,3, <=50K.
5121,56,0,202435,1,9,2,0,3,0,0,0,0,30,0, <=50K.
5122,24,2,49154,0,7,0,2,3,4,0,0,0,40,0, <=50K.
5123,37,0,184456,7,13,1,8,1,0,1,0,0,40,0, >50K.
5124,52,0,95329,7,13,1,0,1,0,1,0,0,40,16, <=50K.
5126,56,0,373216,1,9,1,5,1,0,1,0,0,48,0, <=50K.
5127,52,0,204226,7,13,4,4,2,0,1,0,0,40,0, <=50K.
5128,56,4,222745,12,16,1,10,1,0,1,0,0,56,0, <=50K.
5129,54,0,106728,7,13,1,7,1,0,1,0,0,40,0, <=50K.
5130,43,2,61287,7,13,1,6,1,0,1,0,0,60,0, <=50K.
5131,68,0,146011,1,9,2,4,2,0,0,3273,0,42,0, <=50K.
5132,38,0,166744,7,13,1,5,4,0,0,0,0,40,0, <=50K.
5133,44,1,54651,8,14,1,3,1,0,1,0,0,40,0, >50K.
5135,23,0,131230,7,13,0,13,0,0,1,0,0,50,0, <=50K.
5136,69,0,271312,1,9,2,5,2,0,0,0,0,40,0, <=50K.
5137,52,0,163776,1,9,1,8,1,0,1,0,1902,60,0, >50K.
5138,24,0,230126,2,12,1,2,1,0,1,0,0,40,0, <=50K.
5139,45,0,37718,7,13,1,3,1,0,1,0,0,40,0, >50K.
5140,43,0,245975,11,5,1,5,1,0,1,0,0,84,0, <=50K.
5141,59,4,115439,7,13,1,6,1,0,1,0,1977,40,0, >50K.
5142,35,0,97554,2,12,1,6,1,0,1,0,0,50,0, >50K.
5143,43,0,109762,7,13,1,3,1,0,1,0,0,20,0, >50K.
5144,47,0,138342,0,7,1,1,1,0,1,0,0,40,0, <=50K.
5147,48,0,275154,1,9,1,11,1,1,1,0,0,40,0, <=50K.
5149,23,4,191165,3,10,0,13,2,0,1,0,0,15,0, <=50K.
5150,51,0,277471,1,9,1,4,1,0,1,0,0,40,0, >50K.
5152,44,0,117936,1,9,1,4,1,1,1,0,0,40,0, <=50K.
5153,24,0,249956,7,13,0,5,2,0,0,0,0,40,0, <=50K.
5154,39,5,170502,8,14,4,6,2,1,1,0,0,70,0, >50K.
5155,19,0,202951,3,10,0,11,0,0,1,0,0,20,0, <=50K.
5156,21,0,396722,3,10,0,2,0,0,0,0,0,25,0, <=50K.
5157,49,0,93557,1,9,1,6,1,0,1,0,0,48,0, >50K.
5158,22,0,103805,3,10,0,2,0,0,1,0,0,36,0, <=50K.
5159,59,0,92141,1,9,2,0,2,1,0,0,0,40,0, <=50K.
5160,51,0,171924,1,9,1,4,1,0,1,7688,0,50,0, >50K.
5161,38,1,173804,7,13,4,3,0,0,0,0,0,38,0, <=50K.
5162,45,0,139571,1,9,1,4,1,0,1,0,0,50,0, >50K.
5163,56,5,142076,3,10,1,1,1,0,1,0,0,60,0, <=50K.
5165,27,1,68729,1,9,1,13,1,2,1,0,0,40,0, >50K.
5166,21,0,37783,3,10,0,6,2,0,0,0,0,38,0, <=50K.
5167,55,2,183580,8,14,4,6,2,0,1,0,0,45,0, <=50K.
5168,31,0,106637,3,10,4,5,3,0,0,0,0,20,0, <=50K.
5169,57,2,411604,11,5,1,1,1,0,1,0,0,45,3, <=50K.
5171,26,0,201663,8,14,0,3,2,1,1,0,0,40,0, <=50K.
5172,51,0,153064,1,9,1,10,1,0,1,5013,0,40,0, <=50K.
5173,35,0,212465,1,9,0,2,2,0,1,0,0,40,0, <=50K.
5175,46,0,141221,7,13,1,5,1,2,1,0,0,40,7, >50K.
5176,38,1,289653,7,13,1,13,1,0,1,0,1628,48,0, <=50K.
5177,24,0,219835,6,4,0,11,2,0,1,0,0,24,2, <=50K.
5178,38,4,187119,8,14,4,6,2,0,0,0,0,50,0, >50K.
5179,49,0,406518,1,9,4,9,3,0,0,0,0,16,33, <=50K.
5182,51,0,145105,3,10,0,10,2,0,1,0,0,30,0, <=50K.
5183,72,0,171181,1,9,2,5,3,0,0,2329,0,20,0, <=50K.
5184,60,0,80927,6,4,1,10,1,0,1,0,0,50,0, >50K.
5185,45,0,191357,10,11,1,4,1,0,1,0,0,40,0, <=50K.
5186,21,0,153542,4,6,1,1,1,0,1,0,0,30,0, <=50K.
5187,49,0,27802,3,10,1,4,1,0,1,0,1887,40,0, >50K.
5188,46,0,275792,7,13,0,6,3,1,0,0,0,40,0, <=50K.
5189,62,3,162876,3,10,1,5,1,0,1,0,0,40,0, <=50K.
5190,51,0,197600,7,13,1,6,1,0,1,0,0,50,0, >50K.
5191,50,0,134247,3,10,1,4,1,0,1,0,0,50,0, >50K.
5192,18,0,179597,1,9,0,2,2,0,1,0,0,20,0, <=50K.
5193,71,0,148003,7,13,4,8,2,0,0,0,1911,38,0, >50K.
5194,30,0,185177,1,9,0,11,2,0,1,0,0,22,0, <=50K.
5195,51,0,133069,4,6,2,8,3,0,0,0,0,40,0, <=50K.
5196,36,0,177154,10,11,0,7,2,0,1,0,0,40,0, >50K.
5197,41,4,29324,1,9,4,5,3,0,0,0,0,45,0, <=50K.
5198,38,4,54911,3,10,4,7,3,0,0,0,0,10,0, <=50K.
5199,49,0,219611,7,13,1,6,1,0,1,0,0,75,0, >50K.
5200,42,4,200294,7,13,4,3,3,0,0,0,0,40,0, <=50K.
5201,53,0,177063,3,10,1,8,1,0,1,0,0,45,0, >50K.
5202,21,0,140001,3,10,0,5,0,0,1,0,0,10,0, <=50K.
5203,19,0,237433,1,9,0,3,2,0,0,4416,0,40,0, <=50K.
5204,43,4,99185,7,13,4,3,2,0,0,0,0,40,0, <=50K.
5205,47,2,52291,8,14,1,8,1,0,1,7688,0,45,0, >50K.
5206,30,0,247328,1,9,3,13,2,0,1,0,0,40,0, >50K.
5207,63,2,388594,5,15,1,3,1,0,1,15024,0,50,0, >50K.
5208,53,1,130730,1,9,4,5,5,0,0,0,0,35,0, <=50K.
5209,23,0,115458,3,10,1,8,1,0,1,0,0,40,0, <=50K.
5210,28,0,113866,1,9,4,5,3,0,0,0,0,40,0, <=50K.
5211,61,0,284710,5,15,1,3,1,0,1,0,1902,45,14, >50K.
5212,60,1,168381,10,11,2,5,2,4,0,0,0,40,0, <=50K.
5213,32,0,167063,7,13,1,7,1,0,1,0,0,40,0, <=50K.
5214,47,0,33794,1,9,1,4,1,0,1,0,0,56,0, >50K.
5215,36,0,263574,10,11,1,5,4,0,0,0,0,40,0, <=50K.
5216,24,0,95552,1,9,0,11,2,0,1,0,0,40,0, <=50K.
5217,46,0,245724,7,13,1,6,1,0,1,3818,0,44,0, <=50K.
5218,59,0,152731,4,6,1,10,1,0,1,0,0,40,0, <=50K.
5219,30,0,366876,0,7,1,10,1,0,1,0,0,40,0, <=50K.
5220,30,0,203488,7,13,0,3,2,0,1,0,0,60,0, <=50K.
5221,38,0,30529,1,9,1,11,1,0,1,3411,0,40,0, <=50K.
5222,57,0,201159,1,9,2,8,2,0,0,0,0,30,0, <=50K.
5223,64,5,182158,5,15,1,3,1,0,1,99999,0,60,0, >50K.
5224,48,0,443377,8,14,0,3,2,0,1,0,0,60,0, <=50K.
5225,28,0,101618,7,13,1,6,1,0,1,0,0,42,0, >50K.
5226,46,5,132576,1,9,1,8,1,0,1,0,1887,45,0, >50K.
5228,55,5,147098,1,9,4,6,3,0,1,0,2444,60,0, >50K.
5229,44,0,30424,2,12,4,6,2,0,0,0,1980,40,0, <=50K.
5230,50,0,68898,10,11,1,13,1,0,1,0,0,40,0, <=50K.
5231,58,0,158864,1,9,2,6,2,0,1,0,0,55,0, >50K.
5232,27,3,180103,10,11,0,7,3,1,1,1151,0,40,0, <=50K.
5233,52,0,317625,8,14,4,3,3,0,0,0,0,40,0, <=50K.
5234,30,0,80933,3,10,1,8,1,0,1,0,0,40,0, <=50K.
5235,49,0,107373,4,6,1,10,1,0,1,0,0,99,0, >50K.
5236,32,2,220148,1,9,1,6,1,0,1,0,0,40,0, <=50K.
5237,44,5,63503,7,13,1,8,1,0,1,0,0,60,36, >50K.
5238,63,0,210350,9,3,1,0,1,3,1,0,0,32,3, <=50K.
5239,60,0,194589,7,13,1,3,1,0,1,7688,0,40,0, >50K.
5240,55,0,200453,3,10,1,7,1,0,1,0,0,40,0, <=50K.
5241,77,2,101575,13,8,4,10,2,0,1,0,0,12,0, <=50K.
5242,55,0,201232,8,14,1,6,1,0,1,0,0,55,0, >50K.
5243,51,0,168553,1,9,0,4,0,0,1,0,0,35,0, <=50K.
5244,35,0,166606,3,10,1,6,1,0,1,0,0,40,0, <=50K.
5246,33,0,106014,7,13,4,8,2,0,1,0,0,40,0, <=50K.
5247,34,0,100882,7,13,1,8,1,0,1,0,0,47,0, >50K.
5248,52,4,108836,7,13,1,13,1,0,1,0,0,48,0, >50K.
5249,50,0,271493,1,9,4,5,2,0,0,0,0,40,0, <=50K.
5250,48,1,204629,12,16,1,3,1,0,1,15024,0,45,24, >50K.
5251,24,0,153078,7,13,0,7,2,2,1,0,0,40,0, <=50K.
5252,44,0,148316,2,12,1,2,1,0,1,0,0,40,0, <=50K.
5253,40,0,293485,1,9,4,9,3,0,0,0,0,32,0, <=50K.
5254,61,1,257105,3,10,4,4,3,0,1,0,0,40,0, <=50K.
5255,60,0,248160,1,9,1,1,1,0,1,0,0,40,0, <=50K.
5257,47,0,209057,3,10,4,4,3,0,1,0,0,40,0, >50K.
5258,30,3,243233,3,10,1,12,1,0,1,0,0,48,0, >50K.
5259,44,0,204314,1,9,1,2,4,1,0,0,0,38,0, >50K.
5260,60,0,108969,4,6,1,4,1,0,1,0,0,50,0, <=50K.
5261,44,0,103397,1,9,4,11,5,0,0,0,0,40,0, <=50K.
5262,33,0,198452,7,13,3,7,3,0,0,5455,0,40,0, <=50K.
5263,38,0,216572,1,9,3,9,3,1,0,0,0,40,0, <=50K.
5264,42,0,311920,7,13,1,6,4,0,0,0,1485,17,0, >50K.
5265,45,5,363298,7,13,1,6,1,1,1,0,0,45,0, >50K.
5266,40,0,146906,8,14,1,6,1,0,1,0,0,50,0, >50K.
5267,40,0,339814,3,10,1,6,1,0,1,0,0,40,0, >50K.
5268,60,0,169408,7,13,1,6,1,0,1,7298,0,40,0, >50K.
5269,40,2,308296,1,9,4,2,0,0,0,0,0,40,0, <=50K.
5270,45,0,59380,7,13,0,3,2,0,0,0,0,40,0, <=50K.
5271,51,2,195634,8,14,0,6,2,0,1,10520,0,20,0, >50K.
5272,31,3,180656,1,9,0,5,0,0,1,0,0,35,0, <=50K.
5273,19,0,144793,0,7,0,0,0,0,1,0,0,40,0, <=50K.
5274,24,1,56820,7,13,0,3,2,0,1,0,0,40,0, <=50K.
5275,51,0,41414,11,5,0,2,2,1,0,0,0,40,0, <=50K.
5276,28,2,160731,7,13,1,1,1,0,1,0,0,50,0, <=50K.
5277,31,0,175778,2,12,0,5,2,0,0,0,0,40,0, <=50K.
5278,19,0,230238,1,9,0,10,0,0,1,0,0,46,0, <=50K.
5279,39,4,372130,8,14,1,3,1,1,1,5013,0,56,0, <=50K.
5280,27,0,167501,7,13,1,3,4,0,0,0,0,40,0, <=50K.
5281,39,0,141029,1,9,1,5,4,0,0,0,0,40,0, >50K.
5282,45,0,135525,8,14,4,5,3,0,0,0,0,40,0, <=50K.
5283,21,0,522881,10,11,0,6,5,0,1,0,0,40,3, <=50K.
5284,67,0,162009,4,6,1,13,1,0,1,0,0,16,0, <=50K.
5285,28,0,365745,11,5,1,4,1,0,1,0,0,40,0, <=50K.
5286,28,0,68393,1,9,0,2,2,0,0,0,0,46,0, <=50K.
5287,48,0,203576,3,10,1,4,1,0,1,0,0,40,0, >50K.
5288,24,4,138513,7,13,0,3,2,0,1,0,0,20,0, <=50K.
5290,23,0,39551,1,9,3,5,2,0,0,0,0,40,0, <=50K.
5291,17,0,127366,4,6,0,2,0,0,0,0,0,20,0, <=50K.
5292,21,0,183747,1,9,0,5,0,0,0,0,0,40,0, <=50K.
5293,30,0,136331,1,9,1,5,1,0,1,0,0,40,0, <=50K.
5294,53,0,81794,1,9,1,8,4,0,0,0,0,40,0, <=50K.
5295,40,0,222596,7,13,1,3,1,0,1,0,0,60,0, >50K.
5296,39,0,108943,0,7,4,2,3,0,0,0,0,40,0, <=50K.
5297,38,0,189092,10,11,1,4,1,0,1,0,0,43,0, <=50K.
5298,33,0,152109,2,12,1,4,1,0,1,0,0,45,0, <=50K.
5299,36,0,195565,7,13,4,6,3,0,0,0,0,40,0, <=50K.
5300,53,0,255927,7,13,2,5,3,0,0,0,0,52,0, <=50K.
5301,32,0,100734,1,9,0,6,2,0,0,0,0,50,0, <=50K.
5302,52,1,266433,3,10,2,7,3,0,0,0,0,40,0, <=50K.
5303,31,0,158672,0,7,3,2,2,0,1,0,0,38,11, <=50K.
5304,35,0,102268,13,8,4,13,5,0,1,0,0,40,0, <=50K.
5305,49,2,228399,1,9,4,0,3,1,0,0,0,40,0, <=50K.
5306,28,0,298510,2,12,0,5,0,0,1,0,0,40,0, <=50K.
5307,75,5,126225,1,9,1,6,1,0,1,0,0,40,0, >50K.
5308,43,0,228456,2,12,4,6,2,1,1,0,0,40,0, <=50K.
5309,22,5,437161,1,9,0,5,3,1,0,0,0,40,0, <=50K.
5310,43,3,183608,1,9,4,5,2,1,0,0,0,40,0, <=50K.
5311,40,1,174395,7,13,1,6,1,0,1,0,0,60,0, >50K.
5312,29,0,221366,3,10,0,10,2,0,1,0,0,40,0, <=50K.
5313,21,0,421010,0,7,1,4,1,0,1,0,0,60,0, <=50K.
5314,44,0,245333,10,11,0,3,2,1,1,0,0,40,0, <=50K.
5315,33,1,352277,3,10,1,5,1,0,1,3103,0,45,0, >50K.
5316,38,0,29874,7,13,0,8,2,0,1,0,0,48,0, >50K.
5317,29,0,77322,1,9,0,2,2,0,0,0,0,32,0, <=50K.
5318,34,0,260560,1,9,1,4,1,0,1,0,0,55,0, >50K.
5319,27,5,217848,13,8,1,5,1,0,1,0,0,40,0, >50K.
5320,20,0,283731,1,9,0,4,2,0,1,0,0,40,0, <=50K.
5321,35,4,190759,8,14,0,5,2,0,1,0,0,40,0, <=50K.
5322,59,4,109567,3,10,1,6,1,0,1,0,0,40,0, >50K.
5323,19,2,209826,3,10,0,1,0,0,0,0,0,32,0, <=50K.
5324,27,0,232801,4,6,4,0,5,0,0,0,0,40,0, <=50K.
5325,41,0,154374,7,13,1,6,1,0,1,0,1887,50,0, >50K.
5326,35,5,126738,2,12,0,1,0,0,1,0,0,50,0, <=50K.
5327,26,0,202156,1,9,1,2,0,0,0,0,0,30,0, <=50K.
5328,32,0,195447,7,13,1,6,1,0,1,0,0,55,0, >50K.
5330,23,0,189203,10,11,0,5,2,0,1,0,0,50,0, <=50K.
5331,21,0,223019,1,9,0,2,0,0,0,0,0,30,0, <=50K.
5332,58,0,195878,1,9,1,6,1,0,1,0,0,24,21, <=50K.
5333,58,0,163150,1,9,2,9,2,0,0,0,0,28,0, <=50K.
5334,19,2,139278,1,9,0,8,0,0,1,0,0,20,0, <=50K.
5335,29,0,196494,3,10,4,11,3,0,0,0,0,36,0, <=50K.
5336,25,3,303704,2,12,4,5,2,0,0,0,0,40,0, <=50K.
5337,29,0,304082,2,12,0,3,2,0,1,0,0,40,1, <=50K.
5338,18,0,106943,0,7,0,8,0,0,0,0,0,12,0, <=50K.
5339,23,0,220993,3,10,0,2,0,0,1,0,0,35,0, <=50K.
5340,52,0,83984,3,10,1,8,0,0,0,0,0,40,0, <=50K.
5341,23,4,340605,7,13,0,5,2,0,0,0,0,12,0, <=50K.
5342,18,0,379710,1,9,0,8,0,0,0,0,0,20,0, <=50K.
5343,39,0,145933,7,13,1,4,1,0,1,15024,0,55,0, >50K.
5344,34,2,208068,11,5,1,4,1,3,1,0,0,40,2, <=50K.
5345,39,0,172718,3,10,4,8,3,0,0,0,0,40,0, <=50K.
5346,30,0,53285,10,11,1,0,1,0,1,0,0,40,0, <=50K.
5347,50,0,139793,3,10,4,5,3,0,0,3418,0,38,0, <=50K.
5349,32,0,144064,1,9,0,5,3,0,1,0,0,40,0, <=50K.
5350,29,0,182676,4,6,0,2,0,0,0,0,0,38,3, <=50K.
